"id","date","symbol","price","created_at"
12969,"2020-05-29","META",224.85142517089844,"2024-04-06 16:49:30.985758+00"
12970,"2020-06-01","META",231.66419982910156,"2024-04-06 16:49:30.98576+00"
12971,"2020-06-02","META",232.4733428955078,"2024-04-06 16:49:30.985761+00"
12972,"2020-06-03","META",229.9160614013672,"2024-04-06 16:49:30.985762+00"
12973,"2020-06-04","META",226.05015563964844,"2024-04-06 16:49:30.985764+00"
12974,"2020-06-05","META",230.52540588378906,"2024-04-06 16:49:30.985765+00"
12975,"2020-06-08","META",231.1547393798828,"2024-04-06 16:49:30.985766+00"
12976,"2020-06-09","META",238.4170379638672,"2024-04-06 16:49:30.985768+00"
12977,"2020-06-10","META",236.47909545898438,"2024-04-06 16:49:30.985769+00"
12978,"2020-06-11","META",224.19212341308594,"2024-04-06 16:49:30.98577+00"
12979,"2020-06-12","META",228.33773803710938,"2024-04-06 16:49:30.985785+00"
12980,"2020-06-15","META",232.25357055664062,"2024-04-06 16:49:30.985786+00"
12981,"2020-06-16","META",235.40023803710938,"2024-04-06 16:49:30.985787+00"
12982,"2020-06-17","META",235.28036499023438,"2024-04-06 16:49:30.985789+00"
12983,"2020-06-18","META",235.68992614746094,"2024-04-06 16:49:30.98579+00"
12984,"2020-06-19","META",238.53689575195312,"2024-04-06 16:49:30.985791+00"
12985,"2020-06-22","META",238.96646118164062,"2024-04-06 16:49:30.985793+00"
12986,"2020-06-23","META",241.98326110839844,"2024-04-06 16:49:30.985794+00"
12987,"2020-06-24","META",233.77197265625,"2024-04-06 16:49:30.985795+00"
12988,"2020-06-25","META",235.43019104003906,"2024-04-06 16:49:30.985797+00"
12989,"2020-06-26","META",215.85098266601562,"2024-04-06 16:49:30.985798+00"
12990,"2020-06-29","META",220.40614318847656,"2024-04-06 16:49:30.985799+00"
12991,"2020-06-30","META",226.829345703125,"2024-04-06 16:49:30.985802+00"
12992,"2020-07-01","META",237.29823303222656,"2024-04-06 16:49:30.985804+00"
12993,"2020-07-02","META",233.17259216308594,"2024-04-06 16:49:30.985805+00"
12994,"2020-07-06","META",240.02532958984375,"2024-04-06 16:49:30.985806+00"
12995,"2020-07-07","META",240.60472106933594,"2024-04-06 16:49:30.985808+00"
12996,"2020-07-08","META",243.32183837890625,"2024-04-06 16:49:30.985809+00"
12997,"2020-07-09","META",244.24085998535156,"2024-04-06 16:49:30.98581+00"
12998,"2020-07-10","META",244.8102569580078,"2024-04-06 16:49:30.985812+00"
12999,"2020-07-13","META",238.74668884277344,"2024-04-06 16:49:30.985813+00"
13000,"2020-07-14","META",239.4759063720703,"2024-04-06 16:49:30.985814+00"
13001,"2020-07-15","META",240.02532958984375,"2024-04-06 16:49:30.985816+00"
13002,"2020-07-16","META",240.6746368408203,"2024-04-06 16:49:30.985817+00"
13003,"2020-07-17","META",241.77346801757812,"2024-04-06 16:49:30.985818+00"
13004,"2020-07-20","META",245.15988159179688,"2024-04-06 16:49:30.98582+00"
13005,"2020-07-21","META",241.4937744140625,"2024-04-06 16:49:30.985821+00"
13006,"2020-07-22","META",239.61575317382812,"2024-04-06 16:49:30.985822+00"
13007,"2020-07-23","META",232.3534698486328,"2024-04-06 16:49:30.985823+00"
13008,"2020-07-24","META",230.46548461914062,"2024-04-06 16:49:30.985825+00"
13009,"2020-07-27","META",233.2525177001953,"2024-04-06 16:49:30.985826+00"
13010,"2020-07-28","META",229.8760986328125,"2024-04-06 16:49:30.985827+00"
13011,"2020-07-29","META",233.042724609375,"2024-04-06 16:49:30.985829+00"
13012,"2020-07-30","META",234.25144958496094,"2024-04-06 16:49:30.98583+00"
13013,"2020-07-31","META",253.40113830566406,"2024-04-06 16:49:30.985831+00"
13014,"2020-08-03","META",251.69296264648438,"2024-04-06 16:49:30.985833+00"
13015,"2020-08-04","META",249.56521606445312,"2024-04-06 16:49:30.985834+00"
13016,"2020-08-05","META",248.85595703125,"2024-04-06 16:49:30.985835+00"
13017,"2020-08-06","META",264.99884033203125,"2024-04-06 16:49:30.985836+00"
13018,"2020-08-07","META",268.1554870605469,"2024-04-06 16:49:30.985838+00"
13019,"2020-08-10","META",262.72125244140625,"2024-04-06 16:49:30.985839+00"
13020,"2020-08-11","META",255.85853576660156,"2024-04-06 16:49:30.98584+00"
13021,"2020-08-12","META",259.61456298828125,"2024-04-06 16:49:30.985842+00"
13022,"2020-08-13","META",261.0230407714844,"2024-04-06 16:49:30.985843+00"
13023,"2020-08-14","META",260.9631042480469,"2024-04-06 16:49:30.985844+00"
13024,"2020-08-17","META",260.8832092285156,"2024-04-06 16:49:30.985846+00"
13025,"2020-08-18","META",262.06195068359375,"2024-04-06 16:49:30.985847+00"
13026,"2020-08-19","META",262.3116760253906,"2024-04-06 16:49:30.985848+00"
13027,"2020-08-20","META",268.7248840332031,"2024-04-06 16:49:30.98585+00"
13028,"2020-08-21","META",266.7270202636719,"2024-04-06 16:49:30.985851+00"
13029,"2020-08-24","META",271.10235595703125,"2024-04-06 16:49:30.985852+00"
13030,"2020-08-25","META",280.5223693847656,"2024-04-06 16:49:30.985854+00"
13031,"2020-08-26","META",303.587890625,"2024-04-06 16:49:30.985855+00"
13032,"2020-08-27","META",292.9092102050781,"2024-04-06 16:49:30.985856+00"
13033,"2020-08-28","META",293.3487548828125,"2024-04-06 16:49:30.985857+00"
13034,"2020-08-31","META",292.8892517089844,"2024-04-06 16:49:30.985859+00"
13035,"2020-09-01","META",295.1268615722656,"2024-04-06 16:49:30.985861+00"
13036,"2020-09-02","META",302.17938232421875,"2024-04-06 16:49:30.985862+00"
13037,"2020-09-03","META",290.8114318847656,"2024-04-06 16:49:30.985863+00"
13038,"2020-09-04","META",282.43035888671875,"2024-04-06 16:49:30.985865+00"
13039,"2020-09-08","META",270.8725891113281,"2024-04-06 16:49:30.985866+00"
13040,"2020-09-09","META",273.4299011230469,"2024-04-06 16:49:30.985867+00"
13041,"2020-09-10","META",267.80584716796875,"2024-04-06 16:49:30.985868+00"
13042,"2020-09-11","META",266.3274230957031,"2024-04-06 16:49:30.98587+00"
13043,"2020-09-14","META",265.8678894042969,"2024-04-06 16:49:30.985871+00"
13044,"2020-09-15","META",272.13128662109375,"2024-04-06 16:49:30.985872+00"
13045,"2020-09-16","META",263.2406921386719,"2024-04-06 16:49:30.985874+00"
13046,"2020-09-17","META",254.5499267578125,"2024-04-06 16:49:30.985875+00"
13047,"2020-09-18","META",252.26234436035156,"2024-04-06 16:49:30.985876+00"
13048,"2020-09-21","META",247.88697814941406,"2024-04-06 16:49:30.985878+00"
13049,"2020-09-22","META",254.47999572753906,"2024-04-06 16:49:30.985879+00"
13050,"2020-09-23","META",248.75607299804688,"2024-04-06 16:49:30.98588+00"
13051,"2020-09-24","META",249.26551818847656,"2024-04-06 16:49:30.985882+00"
13052,"2020-09-25","META",254.5499267578125,"2024-04-06 16:49:30.985883+00"
13053,"2020-09-28","META",256.5478210449219,"2024-04-06 16:49:30.985884+00"
13054,"2020-09-29","META",261.5125427246094,"2024-04-06 16:49:30.985886+00"
13055,"2020-09-30","META",261.6224060058594,"2024-04-06 16:49:30.985887+00"
13056,"2020-10-01","META",266.347412109375,"2024-04-06 16:49:30.985888+00"
13057,"2020-10-02","META",259.66448974609375,"2024-04-06 16:49:30.98589+00"
13058,"2020-10-05","META",264.3695068359375,"2024-04-06 16:49:30.985891+00"
13059,"2020-10-06","META",258.3858642578125,"2024-04-06 16:49:30.985892+00"
13060,"2020-10-07","META",257.8464050292969,"2024-04-06 16:49:30.985893+00"
13061,"2020-10-08","META",263.4804382324219,"2024-04-06 16:49:30.985895+00"
13062,"2020-10-09","META",264.16973876953125,"2024-04-06 16:49:30.985896+00"
13063,"2020-10-12","META",275.4577331542969,"2024-04-06 16:49:30.985897+00"
13064,"2020-10-13","META",275.84735107421875,"2024-04-06 16:49:30.985899+00"
13065,"2020-10-14","META",271.53192138671875,"2024-04-06 16:49:30.9859+00"
13066,"2020-10-15","META",266.43731689453125,"2024-04-06 16:49:30.985901+00"
13067,"2020-10-16","META",265.64813232421875,"2024-04-06 16:49:30.985902+00"
13068,"2020-10-19","META",261.1229248046875,"2024-04-06 16:49:30.985904+00"
13069,"2020-10-20","META",267.27642822265625,"2024-04-06 16:49:30.985905+00"
13070,"2020-10-21","META",278.4346008300781,"2024-04-06 16:49:30.985906+00"
13071,"2020-10-22","META",277.8252258300781,"2024-04-06 16:49:30.985908+00"
13072,"2020-10-23","META",284.4881591796875,"2024-04-06 16:49:30.985909+00"
13073,"2020-10-26","META",276.8162841796875,"2024-04-06 16:49:30.98591+00"
13074,"2020-10-27","META",282.98974609375,"2024-04-06 16:49:30.985911+00"
13075,"2020-10-28","META",267.3863220214844,"2024-04-06 16:49:30.985913+00"
13076,"2020-10-29","META",280.5323486328125,"2024-04-06 16:49:30.985914+00"
13077,"2020-10-30","META",262.83111572265625,"2024-04-06 16:49:30.985916+00"
13078,"2020-11-02","META",261.0829772949219,"2024-04-06 16:49:30.985918+00"
13079,"2020-11-03","META",265.018798828125,"2024-04-06 16:49:30.985919+00"
13080,"2020-11-04","META",287.0754089355469,"2024-04-06 16:49:30.98592+00"
13081,"2020-11-05","META",294.36767578125,"2024-04-06 16:49:30.985921+00"
13082,"2020-11-06","META",293.0990295410156,"2024-04-06 16:49:30.985923+00"
13083,"2020-11-09","META",278.4745178222656,"2024-04-06 16:49:30.985924+00"
13084,"2020-11-10","META",272.1412353515625,"2024-04-06 16:49:30.985925+00"
13085,"2020-11-11","META",276.1869812011719,"2024-04-06 16:49:30.985927+00"
13086,"2020-11-12","META",274.7884216308594,"2024-04-06 16:49:30.985928+00"
13087,"2020-11-13","META",276.6564636230469,"2024-04-06 16:49:30.985929+00"
13088,"2020-11-16","META",278.6643371582031,"2024-04-06 16:49:30.985931+00"
13089,"2020-11-17","META",274.7085266113281,"2024-04-06 16:49:30.985932+00"
13090,"2020-11-18","META",271.6817321777344,"2024-04-06 16:49:30.985933+00"
13091,"2020-11-19","META",272.6507263183594,"2024-04-06 16:49:30.985935+00"
13092,"2020-11-20","META",269.4141540527344,"2024-04-06 16:49:30.985936+00"
13093,"2020-11-23","META",268.1454772949219,"2024-04-06 16:49:30.985938+00"
13094,"2020-11-24","META",276.6264953613281,"2024-04-06 16:49:30.985939+00"
13095,"2020-11-25","META",275.29791259765625,"2024-04-06 16:49:30.98594+00"
13096,"2020-11-27","META",277.51556396484375,"2024-04-06 16:49:30.985942+00"
13097,"2020-11-30","META",276.67645263671875,"2024-04-06 16:49:30.985943+00"
13098,"2020-12-01","META",286.24627685546875,"2024-04-06 16:49:30.985944+00"
13099,"2020-12-02","META",287.2152404785156,"2024-04-06 16:49:30.985945+00"
13100,"2020-12-03","META",281.55126953125,"2024-04-06 16:49:30.985947+00"
13101,"2020-12-04","META",279.403564453125,"2024-04-06 16:49:30.985948+00"
13102,"2020-12-07","META",285.2773132324219,"2024-04-06 16:49:30.985949+00"
13103,"2020-12-08","META",283.099609375,"2024-04-06 16:49:30.98595+00"
13104,"2020-12-09","META",277.6254577636719,"2024-04-06 16:49:30.985952+00"
13105,"2020-12-10","META",276.8262634277344,"2024-04-06 16:49:30.985953+00"
13106,"2020-12-11","META",273.2600402832031,"2024-04-06 16:49:30.985954+00"
13107,"2020-12-14","META",273.8993835449219,"2024-04-06 16:49:30.985955+00"
13108,"2020-12-15","META",275.2579345703125,"2024-04-06 16:49:30.985957+00"
13109,"2020-12-16","META",275.3778381347656,"2024-04-06 16:49:30.985958+00"
13110,"2020-12-17","META",274.1890869140625,"2024-04-06 16:49:30.985959+00"
13111,"2020-12-18","META",276.1070251464844,"2024-04-06 16:49:30.985961+00"
13112,"2020-12-21","META",272.5008850097656,"2024-04-06 16:49:30.985962+00"
13113,"2020-12-22","META",266.8069152832031,"2024-04-06 16:49:30.985963+00"
13114,"2020-12-23","META",267.8258056640625,"2024-04-06 16:49:30.985965+00"
13115,"2020-12-24","META",267.1165771484375,"2024-04-06 16:49:30.985966+00"
13116,"2020-12-28","META",276.7064208984375,"2024-04-06 16:49:30.985967+00"
13117,"2020-12-29","META",276.48663330078125,"2024-04-06 16:49:30.985968+00"
13118,"2020-12-30","META",271.58184814453125,"2024-04-06 16:49:30.98597+00"
13119,"2020-12-31","META",272.8704833984375,"2024-04-06 16:49:30.985971+00"
14442,"2020-01-02","GOOG",68.36849975585938,"2024-04-06 16:49:31.852593+00"
14443,"2020-01-03","GOOG",68.03299713134766,"2024-04-06 16:49:31.852594+00"
14444,"2020-01-06","GOOG",69.71050262451172,"2024-04-06 16:49:31.852595+00"
14445,"2020-01-07","GOOG",69.66699981689453,"2024-04-06 16:49:31.852596+00"
14446,"2020-01-08","GOOG",70.21600341796875,"2024-04-06 16:49:31.852596+00"
14447,"2020-01-09","GOOG",70.99150085449219,"2024-04-06 16:49:31.852597+00"
